repo_name,owner,repo_name_short,language,description,html_url,norm_openrank,norm_star_fork_avg,norm_activity,openrank_slope,activity_volatility,star_growth_rate,ecosystem_correlation,contributor_strength,semantic_similarity,basic_strength_score,temporal_dynamic_score,relationship_enhancement_score,final_priority_score
derailed/k9s,derailed,k9s,Go,🐶 Kubernetes CLI To Manage Your Clusters In Style!,https://github.com/derailed/k9s,0.71,0.69,8.16,0.71,0.01,0.71,7.08,0.01,0.71,2.2,0.5,3.69,1.98
sequelize/sequelize,sequelize,sequelize,TypeScript,"Feature-rich ORM for modern Node.js and TypeScript, it supports PostgreSQL (with JSON and JSONB support), MySQL, MariaDB, SQLite, MS SQL Server, Snowflake, Oracle DB (v6), DB2 and DB2 for IBM i.",https://github.com/sequelize/sequelize,0.67,0.7,7.31,0.67,0.08,0.67,7.74,0.08,0.67,2.0,0.49,4.03,1.98
pnpm/pnpm,pnpm,pnpm,TypeScript,"Fast, disk space efficient package manager",https://github.com/pnpm/pnpm,0.74,0.7,7.55,0.74,0.07,0.74,7.25,0.07,0.74,2.09,0.54,3.79,1.97
chinabugotech/hutool,chinabugotech,hutool,Java,🍬A set of tools that keep Java sweet.,https://github.com/chinabugotech/hutool,0.67,0.76,8.77,0.67,0.04,0.67,6.69,0.04,0.67,2.32,0.48,3.49,1.97
Kong/insomnia,Kong,insomnia,TypeScript,"The open-source, cross-platform API client for GraphQL, REST, WebSockets, SSE and gRPC. With Cloud, Local and Git storage.",https://github.com/Kong/insomnia,0.83,0.8,7.71,0.83,0.04,0.83,6.67,0.04,0.83,2.2,0.59,3.51,1.97
streamlit/streamlit,streamlit,streamlit,Python,Streamlit — A faster way to build and share data apps.,https://github.com/streamlit/streamlit,0.95,0.94,7.81,0.95,0.06,0.95,6.02,0.06,0.95,2.32,0.68,3.22,1.97
CherryHQ/cherry-studio,CherryHQ,cherry-studio,TypeScript,"AI Agent + Coding Agent + 300+ assistants: agentic AI desktop with autonomous coding, intelligent automation, and unified access to frontier LLMs.",https://github.com/CherryHQ/cherry-studio,0.82,0.82,8.3,0.82,0.04,0.82,6.38,0.04,0.82,2.32,0.59,3.36,1.97
beego/beego,beego,beego,Go,"beego is an open-source, high-performance web framework for the Go programming language.",https://github.com/beego/beego,0.71,0.76,7.55,0.71,0.03,0.71,7.25,0.03,0.71,2.09,0.51,3.78,1.96
influxdata/influxdb,influxdata,influxdb,Rust,"Scalable datastore for metrics, events, and real-time analytics",https://github.com/influxdata/influxdb,0.68,0.7,8.04,0.68,0.35,0.68,6.58,0.35,0.68,2.16,0.58,3.53,1.95
awesomedata/awesome-public-datasets,awesomedata,awesome-public-datasets,0,A topic-centric list of HQ open datasets.,https://github.com/awesomedata/awesome-public-datasets,1.58,1.67,7.48,1.58,0.01,1.58,2.94,0.01,1.58,2.79,1.11,1.79,1.95
hashicorp/consul,hashicorp,consul,Go,"Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure.",https://github.com/hashicorp/consul,0.65,0.69,7.52,0.65,0.15,0.65,7.31,0.15,0.65,2.04,0.5,3.83,1.95
soimort/you-get,soimort,you-get,Python,:arrow_double_down: Dumb downloader that scrapes the web,https://github.com/soimort/you-get,1.25,1.34,7.36,1.25,0.02,1.25,4.68,0.02,1.25,2.5,0.88,2.59,1.95
FoundationAgents/MetaGPT,FoundationAgents,MetaGPT,Python,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming",https://github.com/FoundationAgents/MetaGPT,1.38,1.42,9.79,1.38,0.05,1.38,2.4,0.05,1.38,3.07,0.98,1.49,1.94
swc-project/swc,swc-project,swc,Rust,Rust-based platform for the Web,https://github.com/swc-project/swc,0.73,0.69,7.62,0.73,0.08,0.73,6.96,0.08,0.73,2.1,0.53,3.65,1.94
meilisearch/meilisearch,meilisearch,meilisearch,Rust,A lightning-fast search engine API bringing AI-powered hybrid search to your sites and applications.,https://github.com/meilisearch/meilisearch,1.22,1.16,7.92,1.22,0.09,1.22,4.37,0.09,1.22,2.54,0.88,2.46,1.94
Alamofire/Alamofire,Alamofire,Alamofire,Swift,Elegant HTTP Networking in Swift,https://github.com/Alamofire/Alamofire,0.93,1.0,8.92,0.93,0.01,0.93,5.11,0.01,0.93,2.55,0.65,2.75,1.94
microsoft/markitdown,microsoft,markitdown,Python,Python tool for converting files and office documents to Markdown.,https://github.com/microsoft/markitdown,1.87,1.81,7.57,1.87,0.0,1.87,1.53,0.0,1.87,2.99,1.31,1.14,1.94
binary-husky/gpt_academic,binary-husky,gpt_academic,Python,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。",https://github.com/binary-husky/gpt_academic,1.54,1.57,9.01,1.54,0.02,1.54,2.09,0.02,1.54,3.04,1.08,1.36,1.94
firecrawl/firecrawl,firecrawl,firecrawl,TypeScript,🔥 The Web Data API for AI - Turn entire websites into LLM-ready markdown or structured data,https://github.com/firecrawl/firecrawl,1.62,1.59,7.81,1.62,0.03,1.62,2.57,0.03,1.62,2.85,1.14,1.62,1.94
LAION-AI/Open-Assistant,LAION-AI,Open-Assistant,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",https://github.com/LAION-AI/Open-Assistant,0.82,0.82,8.66,0.82,0.02,0.82,5.9,0.02,0.82,2.39,0.58,3.12,1.94
statelyai/xstate,statelyai,xstate,TypeScript,Actor-based state management & orchestration for complex app logic.,https://github.com/statelyai/xstate,0.64,0.61,7.95,0.64,0.05,0.64,7.14,0.05,0.64,2.09,0.46,3.71,1.93
mpv-player/mpv,mpv-player,mpv,C,🎥 Command line media player,https://github.com/mpv-player/mpv,0.73,0.73,8.61,0.73,0.39,0.73,5.69,0.39,0.73,2.31,0.63,3.11,1.92
YunaiV/ruoyi-vue-pro,YunaiV,ruoyi-vue-pro,Java,🔥 官方推荐 🔥 RuoYi-Vue 全新 Pro 版本，优化重构所有功能。基于 Spring Boot + MyBatis Plus + Vue & Element 实现的后台管理系统 + 微信小程序，支持 RBAC 动态权限、数据权限、SaaS 多租户、Flowable 工作流、三方登录、支付、短信、商城、CRM、ERP、AI 大模型、IoT 物联网等功能。你的 ⭐️ Star ⭐️，是作者生发的动力！,https://github.com/YunaiV/ruoyi-vue-pro,0.77,0.85,9.1,0.77,0.07,0.77,5.55,0.07,0.77,2.46,0.56,2.95,1.92
Mintplex-Labs/anything-llm,Mintplex-Labs,anything-llm,JavaScript,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, No-code agent builder, MCP compatibility,  and more.",https://github.com/Mintplex-Labs/anything-llm,1.17,1.18,9.53,1.17,0.01,1.17,3.46,0.01,1.17,2.84,0.82,1.97,1.92
google/comprehensive-rust,google,comprehensive-rust,Rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust.,https://github.com/google/comprehensive-rust,0.71,0.69,7.74,0.71,0.02,0.71,6.89,0.02,0.71,2.11,0.51,3.6,1.92
Semantic-Org/Semantic-UI,Semantic-Org,Semantic-UI,JavaScript,Semantic is a UI component framework based around useful principles from natural language.,https://github.com/Semantic-Org/Semantic-UI,1.13,1.13,9.29,1.13,0.05,1.13,3.73,0.05,1.13,2.76,0.8,2.1,1.91
TriliumNext/Trilium,TriliumNext,Trilium,TypeScript,Build your personal knowledge base with Trilium Notes,https://github.com/TriliumNext/Trilium,0.75,0.73,8.66,0.75,0.18,0.75,5.84,0.18,0.75,2.32,0.58,3.12,1.91
Hack-with-Github/Awesome-Hacking,Hack-with-Github,Awesome-Hacking,0,"A collection of various awesome lists for hackers, pentesters and security researchers",https://github.com/Hack-with-Github/Awesome-Hacking,2.29,2.29,5.47,2.29,0.0,2.29,0.52,0.0,2.29,2.92,1.6,0.72,1.91
mem0ai/mem0,mem0ai,mem0,Python,Universal memory layer for AI Agents,https://github.com/mem0ai/mem0,0.99,1.01,8.21,0.99,0.01,0.99,5.07,0.01,0.99,2.44,0.7,2.74,1.9
danny-avila/LibreChat,danny-avila,LibreChat,TypeScript,"Enhanced ChatGPT Clone: Features Agents, MCP, DeepSeek, Anthropic, AWS, OpenAI, Responses API, Azure, Groq, o1, GPT-5, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, AI model switching, message search, Code Interpreter, langchain, DALL-E-3, OpenAPI Actions, Functions, Secure Multi-User Auth, Presets, open-source for self-hosting. Active.",https://github.com/danny-avila/LibreChat,0.72,0.79,8.63,0.72,0.03,0.72,6.0,0.03,0.72,2.33,0.51,3.15,1.9
dani-garcia/vaultwarden,dani-garcia,vaultwarden,Rust,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs",https://github.com/dani-garcia/vaultwarden,1.17,1.11,9.81,1.17,0.02,1.17,3.23,0.02,1.17,2.88,0.82,1.85,1.9
refinedev/refine,refinedev,refine,TypeScript,"A React Framework for building  internal tools, admin panels, dashboards & B2B apps with unmatched flexibility.",https://github.com/refinedev/refine,0.74,0.74,7.97,0.74,0.05,0.74,6.36,0.05,0.74,2.19,0.54,3.34,1.9
thedaviddias/Front-End-Checklist,thedaviddias,Front-End-Checklist,0,🗂 The perfect Front-End Checklist for modern websites and meticulous developers,https://github.com/thedaviddias/Front-End-Checklist,1.58,1.58,8.04,1.58,0.01,1.58,2.24,0.01,1.58,2.87,1.11,1.44,1.9
BVLC/caffe,BVLC,caffe,C++,Caffe: a fast open framework for deep learning.,https://github.com/BVLC/caffe,0.77,1.07,9.08,0.77,0.03,0.77,5.28,0.03,0.77,2.52,0.54,2.8,1.9
florinpop17/app-ideas,florinpop17,app-ideas,0,A Collection of application ideas which can be used to improve your coding skills.,https://github.com/florinpop17/app-ideas,1.97,2.0,6.42,1.97,0.0,1.97,1.28,0.0,1.97,2.87,1.38,1.04,1.89
gothinkster/realworld,gothinkster,realworld,TypeScript,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more",https://github.com/gothinkster/realworld,1.82,1.81,6.89,1.82,0.01,1.82,1.74,0.01,1.82,2.83,1.28,1.24,1.89
AlistGo/alist,AlistGo,alist,Go,"🗂️A file list/WebDAV program that supports multiple storages, powered by Gin and Solidjs. / 一个支持多存储的文件列表/WebDAV程序，使用 Gin 和 Solidjs。",https://github.com/AlistGo/alist,1.07,1.14,9.5,1.07,0.02,1.07,3.64,0.02,1.07,2.78,0.76,2.04,1.89
pcottle/learnGitBranching,pcottle,learnGitBranching,JavaScript,An interactive git visualization and tutorial. Aspiring students of git can use this app to educate and challenge themselves towards mastery of git!,https://github.com/pcottle/learnGitBranching,0.73,0.78,8.04,0.73,0.02,0.73,6.31,0.02,0.73,2.21,0.51,3.31,1.89
deepseek-ai/DeepSeek-R1,deepseek-ai,DeepSeek-R1,0,0,https://github.com/deepseek-ai/DeepSeek-R1,2.02,2.08,7.55,2.02,0.0,2.02,0.25,0.0,2.02,3.14,1.41,0.53,1.88
Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,Python,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",https://github.com/Shubhamsaboo/awesome-llm-apps,1.91,2.0,6.82,1.91,0.01,1.91,1.2,0.01,1.91,2.92,1.34,0.99,1.88
TheAlgorithms/JavaScript,TheAlgorithms,JavaScript,JavaScript,"Algorithms and Data Structures implemented in JavaScript for beginners, following best practices.",https://github.com/TheAlgorithms/JavaScript,0.75,0.8,7.69,0.75,0.01,0.75,6.38,0.01,0.75,2.15,0.53,3.34,1.88
vercel/hyper,vercel,hyper,TypeScript,A terminal built on web technologies,https://github.com/vercel/hyper,0.98,0.97,7.64,0.98,0.03,0.98,5.3,0.03,0.98,2.31,0.7,2.86,1.88
crewAIInc/crewAI,crewAIInc,crewAI,Python,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, tackling complex tasks.",https://github.com/crewAIInc/crewAI,0.93,0.97,7.38,0.93,0.01,0.93,5.57,0.01,0.93,2.23,0.66,2.97,1.87
hacksider/Deep-Live-Cam,hacksider,Deep-Live-Cam,Python,real time face swap and one-click video deepfake with only a single image,https://github.com/hacksider/Deep-Live-Cam,1.69,1.77,8.54,1.69,0.0,1.69,1.1,0.0,1.69,3.08,1.18,0.89,1.87
huginn/huginn,huginn,huginn,Ruby,Create agents that monitor and act on your behalf.  Your agents are standing by!,https://github.com/huginn/huginn,1.07,1.06,8.16,1.07,0.03,1.07,4.49,0.03,1.07,2.48,0.75,2.47,1.87
facebookresearch/fairseq,facebookresearch,fairseq,Python,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,https://github.com/facebookresearch/fairseq,0.71,0.78,8.54,0.71,0.02,0.71,5.9,0.02,0.71,2.29,0.5,3.1,1.87
brillout/awesome-react-components,brillout,awesome-react-components,0,Curated List of React Components & Libraries.,https://github.com/brillout/awesome-react-components,1.02,1.01,7.59,1.02,0.01,1.02,5.05,0.01,1.02,2.33,0.72,2.73,1.87
ziadoz/awesome-php,ziadoz,awesome-php,0,"A curated list of amazingly awesome PHP libraries, resources and shiny things.",https://github.com/ziadoz/awesome-php,0.71,0.75,8.42,0.71,0.01,0.71,5.94,0.01,0.71,2.26,0.5,3.12,1.86
frappe/erpnext,frappe,erpnext,Python,Free and Open Source Enterprise Resource Planning (ERP),https://github.com/frappe/erpnext,0.68,0.83,7.97,0.68,0.4,0.68,5.76,0.4,0.68,2.18,0.6,3.13,1.86
Developer-Y/cs-video-courses,Developer-Y,cs-video-courses,0,List of Computer Science courses with video lectures.,https://github.com/Developer-Y/cs-video-courses,1.55,1.61,7.74,1.55,0.0,1.55,2.26,0.0,1.55,2.8,1.09,1.44,1.86
wailsapp/wails,wailsapp,wails,Go,Create beautiful applications using Go,https://github.com/wailsapp/wails,0.71,0.68,7.9,0.71,0.03,0.71,6.34,0.03,0.71,2.14,0.5,3.32,1.86
TheAlgorithms/C-Plus-Plus,TheAlgorithms,C-Plus-Plus,C++,"Collection of various algorithms in mathematics, machine learning, computer science and physics implemented in C++ for educational purposes.",https://github.com/TheAlgorithms/C-Plus-Plus,0.74,0.83,7.08,0.74,0.01,0.74,6.58,0.01,0.74,2.03,0.52,3.44,1.86
portainer/portainer,portainer,portainer,TypeScript,Making Docker and Kubernetes management easy.,https://github.com/portainer/portainer,0.79,0.78,9.74,0.79,0.04,0.79,4.68,0.04,0.79,2.58,0.57,2.51,1.86
prakhar1989/awesome-courses,prakhar1989,awesome-courses,0,:books: List of awesome university courses for learning Computer Science!,https://github.com/prakhar1989/awesome-courses,1.44,1.49,8.04,1.44,0.0,1.44,2.61,0.0,1.44,2.78,1.01,1.59,1.86
FuelLabs/sway,FuelLabs,sway,Rust,🌴 Empowering everyone to build reliable and efficient smart contracts.,https://github.com/FuelLabs/sway,1.36,1.36,7.78,1.36,0.03,1.36,3.08,0.03,1.36,2.65,0.96,1.82,1.85
kilimchoi/engineering-blogs,kilimchoi,engineering-blogs,Ruby,A curated list of engineering blogs,https://github.com/kilimchoi/engineering-blogs,0.81,0.78,7.1,0.81,0.01,0.81,6.27,0.01,0.81,2.06,0.57,3.3,1.85
fabricjs/fabric.js,fabricjs,fabric.js,TypeScript,"Javascript Canvas Library, SVG-to-Canvas (& canvas-to-SVG) Parser",https://github.com/fabricjs/fabric.js,0.68,0.69,8.54,0.68,0.04,0.68,5.92,0.04,0.68,2.25,0.49,3.11,1.85
WerWolv/ImHex,WerWolv,ImHex,C++,"🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM.",https://github.com/WerWolv/ImHex,1.15,1.1,8.92,1.15,0.04,1.15,3.4,0.04,1.15,2.69,0.82,1.94,1.85
rasbt/LLMs-from-scratch,rasbt,LLMs-from-scratch,Jupyter Notebook,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step",https://github.com/rasbt/LLMs-from-scratch,1.81,1.91,7.29,1.81,0.01,1.81,1.1,0.01,1.81,2.94,1.27,0.91,1.85
sunface/rust-course,sunface,rust-course,Rust,"“连续八年成为全世界最受喜爱的语言，无 GC 也无需手动内存管理、极高的性能和安全性、过程/OO/函数式编程、优秀的包管理、JS 未来基石"" — 工作之余的第二语言来试试 Rust 吧。本书拥有全面且深入的讲解、生动贴切的示例、德芙般丝滑的内容，这可能是目前最用心的 Rust 中文学习教程 / Book ",https://github.com/sunface/rust-course,0.65,0.65,7.71,0.65,0.02,0.65,6.67,0.02,0.65,2.06,0.46,3.47,1.85
Dogfalo/materialize,Dogfalo,materialize,JavaScript,"Materialize, a CSS Framework based on Material Design",https://github.com/Dogfalo/materialize,0.86,0.88,8.47,0.86,0.03,0.86,4.99,0.03,0.86,2.39,0.61,2.68,1.84
openinterpreter/open-interpreter,openinterpreter,open-interpreter,Python,A natural language interface for computers,https://github.com/openinterpreter/open-interpreter,1.35,1.34,8.51,1.35,0.02,1.35,2.57,0.02,1.35,2.78,0.95,1.56,1.84
zeromicro/go-zero,zeromicro,go-zero,Go,A cloud-native Go microservices framework with cli tool for productivity.,https://github.com/zeromicro/go-zero,0.71,0.74,7.59,0.71,0.02,0.71,6.23,0.02,0.71,2.1,0.51,3.26,1.83
conductor-oss/conductor,conductor-oss,conductor,Java,Conductor is an event driven orchestration platform providing durable and highly resilient execution engine for your applications,https://github.com/conductor-oss/conductor,0.7,0.65,8.0,0.7,0.04,0.7,6.13,0.04,0.7,2.14,0.5,3.21,1.83
ShareX/ShareX,ShareX,ShareX,C#,"ShareX is a free and open-source application that enables users to capture or record any area of their screen with a single keystroke. It also supports uploading images, text, and various file types to a wide range of destinations.",https://github.com/ShareX/ShareX,0.77,0.78,9.25,0.77,0.06,0.77,4.87,0.06,0.77,2.47,0.56,2.6,1.83
marktext/marktext,marktext,marktext,JavaScript,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",https://github.com/marktext/marktext,1.17,1.15,9.25,1.17,0.01,1.17,2.92,0.01,1.17,2.78,0.82,1.7,1.82
tastejs/todomvc,tastejs,todomvc,JavaScript,"Helping you select a JavaScript framework - Todo apps for React.js, Angular, Vue and many more",https://github.com/tastejs/todomvc,0.64,0.86,7.76,0.64,0.02,0.64,6.13,0.02,0.64,2.13,0.45,3.2,1.81
facebook/rocksdb,facebook,rocksdb,C++,"A library that provides an embeddable, persistent key-value store for fast storage.",https://github.com/facebook/rocksdb,0.69,0.76,7.29,0.69,0.1,0.69,6.19,0.1,0.69,2.03,0.51,3.26,1.81
sorrycc/awesome-javascript,sorrycc,awesome-javascript,0,"🐢 A collection of awesome browser-side  JavaScript libraries, resources and shiny things.",https://github.com/sorrycc/awesome-javascript,0.77,0.79,7.33,0.77,0.01,0.77,5.94,0.01,0.77,2.09,0.54,3.13,1.81
typicode/json-server,typicode,json-server,JavaScript,Get a full fake REST API with zero coding in less than 30 seconds (seriously),https://github.com/typicode/json-server,1.66,1.66,7.31,1.66,0.01,1.66,1.64,0.01,1.66,2.79,1.16,1.15,1.81
docker/compose,docker,compose,Go,Define and run multi-container applications with Docker,https://github.com/docker/compose,0.81,0.85,8.82,0.81,0.04,0.81,4.78,0.04,0.81,2.42,0.58,2.56,1.81
penpot/penpot,penpot,penpot,Clojure,Penpot: The open-source design tool for design and code collaboration,https://github.com/penpot/penpot,0.96,0.93,7.85,0.96,0.14,0.96,4.55,0.14,0.96,2.33,0.71,2.51,1.81
0xAX/linux-insides,0xAX,linux-insides,Python,A book-in-progress about the Linux kernel and its insides.,https://github.com/0xAX/linux-insides,0.7,0.71,8.0,0.7,0.01,0.7,5.9,0.01,0.7,2.16,0.49,3.09,1.81
tldraw/tldraw,tldraw,tldraw,TypeScript,very good whiteboard infinite canvas SDK,https://github.com/tldraw/tldraw,0.98,0.95,8.42,0.98,0.04,0.98,4.27,0.04,0.98,2.46,0.7,2.34,1.81
juspay/hyperswitch,juspay,hyperswitch,Rust,"An open source payments switch written in Rust to make payments fast, reliable and affordable",https://github.com/juspay/hyperswitch,0.86,0.88,8.04,0.86,0.05,0.86,4.89,0.05,0.86,2.31,0.62,2.63,1.8
freeCodeCamp/devdocs,freeCodeCamp,devdocs,Ruby,API Documentation Browser,https://github.com/freeCodeCamp/devdocs,0.84,0.82,8.21,0.84,0.05,0.84,4.95,0.05,0.84,2.31,0.6,2.66,1.8
k3s-io/k3s,k3s-io,k3s,Go,Lightweight Kubernetes,https://github.com/k3s-io/k3s,0.7,0.69,8.4,0.7,0.03,0.7,5.57,0.03,0.7,2.24,0.5,2.93,1.8
typescript-cheatsheets/react,typescript-cheatsheets,react,JavaScript,Cheatsheets for experienced React developers getting started with TypeScript,https://github.com/typescript-cheatsheets/react,1.03,1.03,8.54,1.03,0.01,1.03,3.89,0.01,1.03,2.53,0.72,2.15,1.8
iced-rs/iced,iced-rs,iced,Rust,"A cross-platform GUI library for Rust, inspired by Elm",https://github.com/iced-rs/iced,0.64,0.61,7.88,0.64,0.05,0.64,6.15,0.05,0.64,2.08,0.46,3.22,1.8
